id,temperature,humidity,timestamp
80,25.3,52.0,2023-08-30 20:31:24.964139
81,25.4,52.0,2023-08-30 20:31:35.009749
82,25.4,52.0,2023-08-30 20:31:45.055255
83,25.4,52.0,2023-08-30 20:31:55.100772
84,25.4,52.0,2023-08-30 20:32:05.146189
85,25.4,52.0,2023-08-30 20:32:15.191666
86,25.4,52.0,2023-08-30 20:32:25.237210
87,25.4,52.0,2023-08-30 20:32:35.282645
88,25.4,52.0,2023-08-30 20:32:45.328226
89,25.4,52.0,2023-08-30 20:32:55.373771
90,25.4,52.0,2023-08-30 20:33:05.419224
91,25.4,52.0,2023-08-30 20:33:15.464707
92,25.5,52.0,2023-08-30 20:33:25.510269
93,25.4,52.0,2023-08-30 20:33:35.559988
94,25.4,52.0,2023-08-30 20:33:45.601335
95,25.4,52.0,2023-08-30 20:33:55.646816
96,25.4,52.0,2023-08-30 20:34:05.692334
97,25.4,52.0,2023-08-30 20:34:15.737842
98,25.4,52.0,2023-08-30 20:34:25.783383
99,25.4,52.0,2023-08-30 20:34:35.828936
100,25.4,52.0,2023-08-30 20:34:45.874358
101,25.5,52.0,2023-08-30 20:34:55.919968
102,25.5,52.0,2023-08-30 20:35:05.965515
103,25.5,52.0,2023-08-30 20:35:16.011208
104,25.4,52.0,2023-08-30 20:35:26.056630
105,25.4,52.0,2023-08-30 20:35:36.102215
106,25.4,52.0,2023-08-30 20:35:46.147679
107,25.5,52.0,2023-08-30 20:35:56.193244
108,25.5,52.0,2023-08-30 20:36:06.238859
109,25.4,52.0,2023-08-30 20:36:16.284344
110,25.4,52.0,2023-08-30 20:36:26.329860
111,25.4,52.0,2023-08-30 20:36:36.375439
112,25.5,52.0,2023-08-30 20:36:46.421052
113,25.4,52.0,2023-08-30 20:36:56.466536
114,25.5,52.0,2023-08-30 20:37:06.512135
115,25.4,52.0,2023-08-30 20:37:16.557613
116,25.5,52.0,2023-08-30 20:37:26.603097
117,25.6,52.0,2023-08-30 20:37:36.648805
118,25.4,52.0,2023-08-30 20:37:46.694422
119,25.6,52.0,2023-08-30 20:37:56.740008
120,25.5,52.0,2023-08-30 20:38:06.785562
121,25.5,52.0,2023-08-30 20:38:16.831164
122,25.4,52.0,2023-08-30 20:38:26.876667
123,25.5,52.0,2023-08-30 20:38:36.922293
124,25.5,52.0,2023-08-30 20:38:46.967867
125,25.4,52.0,2023-08-30 20:38:57.013385
126,25.6,52.0,2023-08-30 20:39:07.058941
127,25.5,52.0,2023-08-30 20:39:17.104559
128,25.5,52.0,2023-08-30 20:39:27.150134
129,25.5,52.0,2023-08-30 20:39:37.195772
130,25.5,52.0,2023-08-30 20:39:47.241478
131,25.5,52.0,2023-08-30 20:39:57.287066
132,25.5,52.0,2023-08-30 20:40:07.332661
133,25.5,52.0,2023-08-30 20:40:17.378264
134,25.6,52.0,2023-08-30 20:40:27.423898
135,25.4,52.0,2023-08-30 20:40:37.469311
136,25.5,52.0,2023-08-30 20:40:47.514955
137,25.5,52.0,2023-08-30 20:40:57.560567
138,25.5,52.0,2023-08-30 20:41:07.606099
139,25.5,52.0,2023-08-30 20:41:17.651774
140,25.5,52.0,2023-08-30 20:41:27.697394
141,25.5,52.0,2023-08-30 20:41:37.742994
142,25.4,52.0,2023-08-30 20:41:47.788462
143,25.5,52.0,2023-08-30 20:41:57.834191
144,25.4,52.0,2023-08-30 20:42:07.879654
145,25.4,52.0,2023-08-30 20:42:17.925153
146,25.5,52.0,2023-08-30 20:42:27.970797
147,25.5,66.0,2023-08-30 20:42:38.016294
148,25.5,66.0,2023-08-30 20:42:48.061824
149,25.5,66.0,2023-08-30 20:42:58.107277
150,25.5,66.0,2023-08-30 20:43:08.152771
151,25.5,66.0,2023-08-30 20:43:18.198365
152,25.5,66.0,2023-08-30 20:43:28.243868
153,25.4,66.0,2023-08-30 20:43:38.289468
154,25.5,66.0,2023-08-30 20:43:48.335002
155,25.5,66.0,2023-08-30 20:43:58.380579
156,25.4,66.0,2023-08-30 20:44:08.426212
157,25.4,66.0,2023-08-30 20:44:18.471902
158,25.4,66.0,2023-08-30 20:44:28.517508
159,25.5,66.0,2023-08-30 20:44:38.563011
160,25.5,66.0,2023-08-30 20:44:48.608524
161,25.5,66.0,2023-08-30 20:44:58.654130
162,25.4,66.0,2023-08-30 20:45:08.699689
163,25.4,66.0,2023-08-30 20:45:18.745430
164,25.4,66.0,2023-08-30 20:45:28.791004
165,25.4,66.0,2023-08-30 20:45:38.836747
166,25.4,66.0,2023-08-30 20:45:48.882332
167,25.5,66.0,2023-08-30 20:45:58.927860
168,25.4,66.0,2023-08-30 20:46:08.973558
169,25.4,66.0,2023-08-30 20:46:19.019143
170,25.4,66.0,2023-08-30 20:46:29.064853
171,25.5,66.0,2023-08-30 20:46:39.110330
172,25.5,66.0,2023-08-30 20:46:49.155867
173,25.4,52.0,2023-08-30 20:46:59.201362
174,25.5,52.0,2023-08-30 20:47:09.246996
175,25.4,66.0,2023-08-30 20:47:19.292686
176,25.5,66.0,2023-08-30 20:47:29.338214
177,25.5,52.0,2023-08-30 20:47:39.383787
178,25.5,66.0,2023-08-30 20:47:49.429280
179,25.5,66.0,2023-08-30 20:47:59.474772
180,25.4,66.0,2023-08-30 20:48:09.520410
181,25.4,66.0,2023-08-30 20:48:19.566120
182,25.4,66.0,2023-08-30 20:48:29.611721
183,25.4,66.0,2023-08-30 20:48:39.657406
184,25.5,66.0,2023-08-30 20:48:49.702902
185,25.4,66.0,2023-08-30 20:48:59.748555
186,25.4,66.0,2023-08-30 20:49:09.794261
187,25.5,66.0,2023-08-30 20:49:19.840028
188,25.5,66.0,2023-08-30 20:49:29.885259
189,25.4,66.0,2023-08-30 20:49:39.930976
190,25.4,66.0,2023-08-30 20:49:49.976667
191,25.4,66.0,2023-08-30 20:50:00.022171
192,25.4,66.0,2023-08-30 20:50:10.067870
193,25.5,66.0,2023-08-30 20:50:20.113387
194,25.5,66.0,2023-08-30 20:50:30.158918
195,25.4,66.0,2023-08-30 20:50:40.204606
196,25.4,66.0,2023-08-30 20:50:50.250222
197,25.5,66.0,2023-08-30 20:51:00.295734
198,25.4,66.0,2023-08-30 20:51:10.341423
199,25.5,66.0,2023-08-30 20:51:20.386948
200,25.5,66.0,2023-08-30 20:51:30.432423
201,25.5,66.0,2023-08-30 20:51:40.477930
202,25.4,66.0,2023-08-30 20:51:50.523645
203,25.4,66.0,2023-08-30 20:52:00.569253
204,25.4,66.0,2023-08-30 20:52:10.614982
205,25.4,66.0,2023-08-30 20:52:20.660591
206,25.4,66.0,2023-08-30 20:52:30.706201
207,25.4,66.0,2023-08-30 20:52:40.751905
208,25.5,66.0,2023-08-30 20:52:50.797397
209,25.4,66.0,2023-08-30 20:53:00.842991
210,25.5,66.0,2023-08-30 20:53:10.889150
211,25.4,66.0,2023-08-30 20:53:20.934238
212,25.4,66.0,2023-08-30 20:53:30.979961
213,25.4,66.0,2023-08-30 20:53:41.025559
214,25.4,66.0,2023-08-30 20:53:51.071176
215,25.4,66.0,2023-08-30 20:54:01.116824
216,25.4,66.0,2023-08-30 20:54:11.162577
217,25.4,66.0,2023-08-30 20:54:21.208145
218,25.4,66.0,2023-08-30 20:54:31.253933
219,25.4,66.0,2023-08-30 20:54:41.299588
220,25.4,66.0,2023-08-30 20:54:51.345229
221,25.4,66.0,2023-08-30 20:55:01.390858
222,25.4,66.0,2023-08-30 20:55:11.436535
223,25.4,66.0,2023-08-30 20:55:21.482150
224,25.4,66.0,2023-08-30 20:55:31.528044
225,25.4,66.0,2023-08-30 20:55:41.573914
226,25.4,66.0,2023-08-30 20:55:51.619785
227,25.4,66.0,2023-08-30 20:56:01.665745
228,25.4,66.0,2023-08-30 20:56:11.711522
229,25.4,66.0,2023-08-30 20:56:21.757441
230,25.4,66.0,2023-08-30 20:56:31.803189
231,25.4,66.0,2023-08-30 20:56:41.849131
232,25.4,66.0,2023-08-30 20:56:51.894937
233,25.4,66.0,2023-08-30 20:57:01.940815
234,25.4,66.0,2023-08-30 20:57:11.986609
235,25.4,66.0,2023-08-30 20:57:22.032491
236,25.4,66.0,2023-08-30 20:57:32.078305
237,25.4,66.0,2023-08-30 20:57:42.124167
238,25.4,66.0,2023-08-30 20:57:52.169912
239,25.4,66.0,2023-08-30 20:58:02.215838
240,25.4,66.0,2023-08-30 20:58:12.261625
241,25.4,66.0,2023-08-30 20:58:22.307469
242,25.4,66.0,2023-08-30 20:58:32.353167
243,25.4,66.0,2023-08-30 20:58:42.399148
244,25.4,66.0,2023-08-30 20:58:52.444905
245,25.4,66.0,2023-08-30 20:59:02.490753
246,25.4,66.0,2023-08-30 20:59:12.536496
247,25.4,66.0,2023-08-30 20:59:22.582367
248,25.4,66.0,2023-08-30 20:59:32.628220
249,25.4,66.0,2023-08-30 20:59:42.673989
250,25.4,66.0,2023-08-30 20:59:52.719843
251,25.4,66.0,2023-08-30 21:00:02.765584
252,25.4,66.0,2023-08-30 21:00:12.811348
253,25.4,66.0,2023-08-30 21:00:22.857119
254,25.4,66.0,2023-08-30 21:00:32.902916
255,25.4,66.0,2023-08-30 21:00:42.948752
256,25.4,66.0,2023-08-30 21:00:52.994512
257,25.4,66.0,2023-08-30 21:01:03.040346
258,25.4,66.0,2023-08-30 21:01:13.086047
259,25.4,66.0,2023-08-30 21:01:23.131879
260,25.4,66.0,2023-08-30 21:01:33.177791
261,25.4,66.0,2023-08-30 21:01:43.223414
262,25.4,66.0,2023-08-30 21:01:53.269264
263,25.4,66.0,2023-08-30 21:02:03.315004
264,25.4,66.0,2023-08-30 21:02:13.360820
265,25.4,66.0,2023-08-30 21:02:23.406518
266,25.4,66.0,2023-08-30 21:02:33.452257
267,25.4,66.0,2023-08-30 21:02:43.498067
268,25.4,66.0,2023-08-30 21:02:53.543758
269,25.4,66.0,2023-08-30 21:03:03.589567
270,25.4,66.0,2023-08-30 21:03:13.635323
271,25.4,66.0,2023-08-30 21:03:23.681151
272,25.4,66.0,2023-08-30 21:03:33.726822
273,25.4,66.0,2023-08-30 21:03:43.772659
274,25.4,66.0,2023-08-30 21:03:53.818343
275,25.4,66.0,2023-08-30 21:04:03.864168
276,25.4,66.0,2023-08-30 21:04:13.909870
277,25.4,66.0,2023-08-30 21:04:23.955633
278,25.4,66.0,2023-08-30 21:04:34.001334
279,25.4,66.0,2023-08-30 21:04:44.047200
280,25.4,66.0,2023-08-30 21:04:54.092861
281,25.4,66.0,2023-08-30 21:05:04.138683
282,25.4,66.0,2023-08-30 21:05:14.184388
283,25.4,66.0,2023-08-30 21:05:24.230161
284,25.4,66.0,2023-08-30 21:05:34.275861
285,25.4,66.0,2023-08-30 21:05:44.321667
286,25.4,66.0,2023-08-30 21:05:54.367353
287,25.4,66.0,2023-08-30 21:06:04.413137
288,25.4,66.0,2023-08-30 21:06:14.458813
289,25.4,66.0,2023-08-30 21:06:24.504505
290,25.4,66.0,2023-08-30 21:06:34.550287
291,25.4,66.0,2023-08-30 21:06:44.595977
292,25.4,66.0,2023-08-30 21:06:54.641831
293,25.4,66.0,2023-08-30 21:07:04.687468
294,25.4,66.0,2023-08-30 21:07:14.733237
295,25.4,66.0,2023-08-30 21:07:24.778920
296,25.4,66.0,2023-08-30 21:07:34.824719
297,25.4,66.0,2023-08-30 21:07:44.870375
298,25.4,66.0,2023-08-30 21:07:54.916181
299,25.4,66.0,2023-08-30 21:08:04.961883
300,25.4,66.0,2023-08-30 21:08:15.007540
301,25.4,66.0,2023-08-30 21:08:25.053319
302,25.4,66.0,2023-08-30 21:08:35.099018
303,25.4,66.0,2023-08-30 21:08:45.144780
304,25.4,66.0,2023-08-30 21:08:55.190443
305,25.4,66.0,2023-08-30 21:09:05.236221
306,25.4,66.0,2023-08-30 21:09:15.281887
307,25.4,66.0,2023-08-30 21:09:25.327555
308,25.4,66.0,2023-08-30 21:09:35.373339
309,25.4,66.0,2023-08-30 21:09:45.419017
310,25.4,66.0,2023-08-30 21:09:55.464860
311,25.4,66.0,2023-08-30 21:10:05.510445
312,25.4,66.0,2023-08-30 21:10:15.556232
313,25.4,66.0,2023-08-30 21:10:25.604647
314,25.4,66.0,2023-08-30 21:10:35.647565
315,25.4,66.0,2023-08-30 21:10:45.693311
316,25.4,66.0,2023-08-30 21:10:55.739005
317,25.4,66.0,2023-08-30 21:11:05.784806
318,25.4,66.0,2023-08-30 21:11:15.830418
319,25.4,66.0,2023-08-30 21:11:25.876098
320,25.4,66.0,2023-08-30 21:11:35.921866
321,25.4,66.0,2023-08-30 21:11:45.967508
322,25.4,66.0,2023-08-30 21:11:56.013293
323,25.4,66.0,2023-08-30 21:12:06.058978
324,25.4,66.0,2023-08-30 21:12:16.104709
325,25.4,66.0,2023-08-30 21:12:26.150372
326,25.4,66.0,2023-08-30 21:12:36.196139
327,25.4,66.0,2023-08-30 21:12:46.241866
328,25.4,66.0,2023-08-30 21:12:56.287569
329,25.4,66.0,2023-08-30 21:13:06.333224
330,25.4,66.0,2023-08-30 21:13:16.378904
331,25.4,66.0,2023-08-30 21:13:26.424668
332,25.4,65.0,2023-08-30 21:13:36.470320
333,25.4,66.0,2023-08-30 21:13:46.515935
334,25.4,65.0,2023-08-30 21:13:56.561575
335,25.4,66.0,2023-08-30 21:14:06.607362
336,25.4,65.0,2023-08-30 21:14:16.653047
337,25.4,66.0,2023-08-30 21:14:26.698677
338,25.3,65.0,2023-08-30 21:14:36.744323
339,25.3,66.0,2023-08-30 21:14:46.790090
340,25.4,66.0,2023-08-30 21:14:56.835755
341,25.4,66.0,2023-08-30 21:15:06.881469
342,25.4,66.0,2023-08-30 21:15:16.927131
343,25.4,66.0,2023-08-30 21:15:26.972935
344,25.4,66.0,2023-08-30 21:15:37.018544
345,25.4,66.0,2023-08-30 21:15:47.064328
346,25.4,66.0,2023-08-30 21:15:57.110013
347,25.4,66.0,2023-08-30 21:16:07.155618
348,25.4,65.0,2023-08-30 21:16:17.201286
349,25.4,66.0,2023-08-30 21:16:27.247037
350,25.3,65.0,2023-08-30 21:16:37.292688
351,25.4,65.0,2023-08-30 21:16:47.338327
352,25.4,66.0,2023-08-30 21:16:57.384081
353,25.3,65.0,2023-08-30 21:17:07.429781
354,25.4,65.0,2023-08-30 21:17:17.475423
355,25.3,66.0,2023-08-30 21:17:27.521012
356,25.3,65.0,2023-08-30 21:17:37.566784
357,25.3,66.0,2023-08-30 21:17:47.612419
358,25.4,66.0,2023-08-30 21:17:57.658132
359,25.4,65.0,2023-08-30 21:18:07.703835
360,25.4,66.0,2023-08-30 21:18:17.749487
361,25.4,65.0,2023-08-30 21:18:27.795097
362,25.4,66.0,2023-08-30 21:18:37.840774
363,25.4,65.0,2023-08-30 21:18:47.886500
364,25.4,66.0,2023-08-30 21:18:57.932061
365,25.3,65.0,2023-08-30 21:19:07.977842
366,25.4,65.0,2023-08-30 21:19:18.023467
367,25.4,65.0,2023-08-30 21:19:28.069113
368,25.4,65.0,2023-08-30 21:19:38.114769
369,25.4,65.0,2023-08-30 21:19:48.160412
370,25.4,65.0,2023-08-30 21:19:58.206062
371,25.3,65.0,2023-08-30 21:20:08.251667
372,25.3,65.0,2023-08-30 21:20:18.297316
373,25.4,65.0,2023-08-30 21:20:28.342974
374,25.4,65.0,2023-08-30 21:20:38.388600
375,25.4,65.0,2023-08-30 21:20:48.434253
376,25.3,65.0,2023-08-30 21:20:58.479991
377,25.4,65.0,2023-08-30 21:21:08.525664
378,25.3,65.0,2023-08-30 21:21:18.571313
379,25.3,65.0,2023-08-30 21:21:28.616940
380,25.4,65.0,2023-08-30 21:21:38.662578
381,25.4,65.0,2023-08-30 21:21:48.708185
382,25.4,65.0,2023-08-30 21:21:58.753897
383,25.4,65.0,2023-08-30 21:22:08.799534
384,25.4,65.0,2023-08-30 21:22:18.845170
385,25.4,65.0,2023-08-30 21:22:28.890794
386,25.4,65.0,2023-08-30 21:22:38.936435
387,25.4,65.0,2023-08-30 21:22:48.982101
388,25.4,65.0,2023-08-30 21:22:59.027726
389,25.4,65.0,2023-08-30 21:23:09.073428
390,25.3,65.0,2023-08-30 21:23:19.118982
391,25.3,65.0,2023-08-30 21:23:29.164756
392,25.4,65.0,2023-08-30 21:23:39.210384
393,25.3,65.0,2023-08-30 21:23:49.256002
394,25.4,65.0,2023-08-30 21:23:59.301728
395,25.4,65.0,2023-08-30 21:24:09.347309
396,25.3,65.0,2023-08-30 21:24:19.392962
397,25.3,65.0,2023-08-30 21:24:29.438584
398,25.3,65.0,2023-08-30 21:24:39.484337
399,25.4,65.0,2023-08-30 21:24:49.529992
400,25.4,65.0,2023-08-30 21:24:59.575624
401,25.3,65.0,2023-08-30 21:25:09.621266
402,25.4,65.0,2023-08-30 21:25:19.666919
403,25.4,65.0,2023-08-30 21:25:29.712546
404,25.4,65.0,2023-08-30 21:25:39.758156
405,25.4,65.0,2023-08-30 21:25:49.803850
406,25.4,65.0,2023-08-30 21:25:59.849252
407,25.3,65.0,2023-08-30 21:26:09.895124
408,25.4,65.0,2023-08-30 21:26:19.940745
409,25.3,65.0,2023-08-30 21:26:29.986384
410,25.3,65.0,2023-08-30 21:26:40.032062
411,25.3,65.0,2023-08-30 21:26:50.077850
412,25.4,65.0,2023-08-30 21:27:00.123372
413,25.3,65.0,2023-08-30 21:27:10.169029
414,25.3,65.0,2023-08-30 21:27:20.214646
415,25.3,65.0,2023-08-30 21:27:30.260427
416,25.3,65.0,2023-08-30 21:27:40.306050
417,25.3,65.0,2023-08-30 21:27:50.351703
418,25.3,65.0,2023-08-30 21:28:00.397434
419,25.3,65.0,2023-08-30 21:28:10.443062
420,25.3,65.0,2023-08-30 21:28:20.488733
421,25.3,65.0,2023-08-30 21:28:30.534437
422,25.3,65.0,2023-08-30 21:28:40.580111
423,25.3,65.0,2023-08-30 21:28:50.625781
424,25.3,65.0,2023-08-30 21:29:00.671475
425,25.3,65.0,2023-08-30 21:29:10.717125
426,25.3,65.0,2023-08-30 21:29:20.762719
427,25.3,65.0,2023-08-30 21:29:30.808557
428,25.3,65.0,2023-08-30 21:29:40.854040
429,25.3,65.0,2023-08-30 21:29:50.899768
430,25.3,65.0,2023-08-30 21:30:00.945495
431,25.3,65.0,2023-08-30 21:30:10.991126
432,25.3,65.0,2023-08-30 21:30:21.036866
433,25.3,65.0,2023-08-30 21:30:31.082507
434,25.3,65.0,2023-08-30 21:30:41.128280
435,25.3,65.0,2023-08-30 21:30:51.173900
436,25.3,65.0,2023-08-30 21:31:01.219524
437,25.3,65.0,2023-08-30 21:31:11.265263
438,25.3,65.0,2023-08-30 21:31:21.310908
439,25.4,65.0,2023-08-30 21:31:31.356578
440,25.4,65.0,2023-08-30 21:31:41.402202
441,25.4,65.0,2023-08-30 21:31:51.447821
442,25.3,65.0,2023-08-30 21:32:01.493571
443,25.3,65.0,2023-08-30 21:32:11.539247
444,25.3,65.0,2023-08-30 21:32:21.584863
445,25.3,65.0,2023-08-30 21:32:31.630566
446,25.3,65.0,2023-08-30 21:32:41.676219
447,25.3,65.0,2023-08-30 21:32:51.721957
448,25.3,65.0,2023-08-30 21:33:01.767621
449,25.3,65.0,2023-08-30 21:33:11.813347
450,25.3,65.0,2023-08-30 21:33:21.858954
451,25.3,65.0,2023-08-30 21:33:31.904619
452,25.3,65.0,2023-08-30 21:33:41.950359
453,25.3,65.0,2023-08-30 21:33:51.995947
454,25.3,65.0,2023-08-30 21:34:02.041719
455,25.3,65.0,2023-08-30 21:34:12.087335
456,25.3,65.0,2023-08-30 21:34:22.132987
457,25.4,65.0,2023-08-30 21:34:32.178625
458,25.3,65.0,2023-08-30 21:34:42.224363
459,25.3,65.0,2023-08-30 21:34:52.270018
460,25.4,65.0,2023-08-30 21:35:02.315632
461,25.3,65.0,2023-08-30 21:35:12.361300
462,25.3,65.0,2023-08-30 21:35:22.407014
463,25.3,65.0,2023-08-30 21:35:32.452651
464,25.3,65.0,2023-08-30 21:35:42.498300
465,25.3,65.0,2023-08-30 21:35:52.544037
466,25.3,65.0,2023-08-30 21:36:02.589730
467,25.3,65.0,2023-08-30 21:36:12.635425
468,25.3,65.0,2023-08-30 21:36:22.681041
469,25.3,65.0,2023-08-30 21:36:32.726672
470,25.3,65.0,2023-08-30 21:36:42.772391
471,25.3,65.0,2023-08-30 21:36:52.818039
472,25.3,65.0,2023-08-30 21:37:02.863680
473,25.3,65.0,2023-08-30 21:37:12.909416
474,25.3,65.0,2023-08-30 21:37:22.955072
475,25.3,65.0,2023-08-30 21:37:33.000824
476,25.3,65.0,2023-08-30 21:37:43.046454
477,25.3,65.0,2023-08-30 21:37:53.092056
478,25.4,65.0,2023-08-30 21:38:03.137753
479,25.3,65.0,2023-08-30 21:38:13.183424
480,25.3,65.0,2023-08-30 21:38:23.229141
481,25.3,65.0,2023-08-30 21:38:33.274695
482,25.3,65.0,2023-08-30 21:38:43.320459
483,25.3,65.0,2023-08-30 21:38:53.366032
484,25.3,65.0,2023-08-30 21:39:03.411735
485,25.3,65.0,2023-08-30 21:39:13.457453
486,25.3,65.0,2023-08-30 21:39:23.503083
487,25.3,65.0,2023-08-30 21:39:33.548890
488,25.3,65.0,2023-08-30 21:39:43.594444
489,25.3,65.0,2023-08-30 21:39:53.640110
490,25.3,65.0,2023-08-30 21:40:03.685871
491,25.3,65.0,2023-08-30 21:40:13.731489
492,25.3,65.0,2023-08-30 21:40:23.777129
493,25.3,65.0,2023-08-30 21:40:33.822868
494,25.3,65.0,2023-08-30 21:40:43.868455
495,25.3,65.0,2023-08-30 21:40:53.914131
496,25.3,65.0,2023-08-30 21:41:03.959867
497,25.3,65.0,2023-08-30 21:41:14.005524
498,25.3,65.0,2023-08-30 21:41:24.051112
499,25.3,65.0,2023-08-30 21:41:34.096866
500,25.3,65.0,2023-08-30 21:41:44.142522
501,25.3,65.0,2023-08-30 21:41:54.188171
502,25.3,65.0,2023-08-30 21:42:04.233920
503,25.3,65.0,2023-08-30 21:42:14.279584
504,25.3,65.0,2023-08-30 21:42:24.325133
505,25.3,65.0,2023-08-30 21:42:34.370874
506,25.3,65.0,2023-08-30 21:42:44.416538
507,25.3,65.0,2023-08-30 21:42:54.462182
508,25.3,65.0,2023-08-30 21:43:04.507897
509,25.3,65.0,2023-08-30 21:43:14.553540
510,25.3,65.0,2023-08-30 21:43:24.599138
511,25.3,65.0,2023-08-30 21:43:34.644928
512,25.3,65.0,2023-08-30 21:43:44.690541
513,25.3,65.0,2023-08-30 21:43:54.736179
514,25.3,65.0,2023-08-30 21:44:04.781929
515,25.3,65.0,2023-08-30 21:44:14.827560
516,25.3,65.0,2023-08-30 21:44:24.873203
517,25.3,65.0,2023-08-30 21:44:34.918925
518,25.3,65.0,2023-08-30 21:44:44.964588
519,25.3,65.0,2023-08-30 21:44:55.010210
520,25.3,65.0,2023-08-30 21:45:05.055870
521,25.3,65.0,2023-08-30 21:45:15.101557
522,25.3,65.0,2023-08-30 21:45:25.147204
523,25.3,65.0,2023-08-30 21:45:35.192848
524,25.3,65.0,2023-08-30 21:45:45.238487
525,25.3,65.0,2023-08-30 21:45:55.284200
526,25.3,65.0,2023-08-30 21:46:05.329858
527,25.3,65.0,2023-08-30 21:46:15.375441
528,25.3,65.0,2023-08-30 21:46:25.421185
529,25.3,65.0,2023-08-30 21:46:35.466853
530,25.3,65.0,2023-08-30 21:46:45.512471
531,25.3,65.0,2023-08-30 21:46:55.558105
532,25.3,65.0,2023-08-30 21:47:05.603851
533,25.3,65.0,2023-08-30 21:47:15.649512
534,25.3,65.0,2023-08-30 21:47:25.695153
535,25.3,65.0,2023-08-30 21:47:35.740785
536,25.3,65.0,2023-08-30 21:47:45.786486
537,25.3,65.0,2023-08-30 21:47:55.832171
